,DMB006,COSMIC ID
cosmic_908457,-0.3820669673893368,908457
cosmic_687561,-0.38236929598321473,687561
cosmic_724874,-0.3827280599433954,724874
cosmic_909253,-0.38275798218580354,909253
cosmic_924107,-0.38287497160886713,924107
cosmic_906861,-0.38291419376696983,906861
cosmic_907053,-0.3829438643808609,907053
cosmic_906865,-0.3830114062258135,906865
cosmic_910911,-0.38308255669843494,910911
cosmic_909699,-0.3830831692860067,909699
cosmic_905949,-0.3832464736185498,905949
cosmic_925346,-0.38326740616462024,925346
cosmic_724868,-0.38331847136497266,724868
cosmic_1240128,-0.38354567378719695,1240128
cosmic_1327773,-0.38361071275422687,1327773
cosmic_907046,-0.38371414187270636,907046
cosmic_753612,-0.3837919865732694,753612
cosmic_908144,-0.3841410484307064,908144
cosmic_910687,-0.38419546386373943,910687
cosmic_753574,-0.38421469423649635,753574
cosmic_749709,-0.3842231845932053,749709
cosmic_908451,-0.38447273520678954,908451
cosmic_1299064,-0.38450619259062674,1299064
cosmic_909719,-0.38460260659634127,909719
cosmic_687821,-0.3846782258747934,687821
cosmic_1299078,-0.38505839448578216,1299078
cosmic_909757,-0.3851541829733342,909757
cosmic_946372,-0.3852279987542112,946372
cosmic_753578,-0.3852355576265583,753578
cosmic_1240143,-0.3854301550271915,1240143
cosmic_909704,-0.3854979037509908,909704
cosmic_909748,-0.38574899433861,909748
cosmic_910548,-0.3857961602306839,910548
cosmic_1240201,-0.3859132036101859,1240201
cosmic_907787,-0.3860711085968409,907787
cosmic_925339,-0.38607179219818977,925339
cosmic_906801,-0.38635336233957707,906801
cosmic_905939,-0.3863565650201358,905939
cosmic_724870,-0.3869691475429803,724870
cosmic_908461,-0.3869857876000106,908461
cosmic_909769,-0.38711304441283323,909769
cosmic_907317,-0.3871756855568377,907317
cosmic_1330995,-0.38730342835012754,1330995
cosmic_753548,-0.38734465248323446,753548
cosmic_1240204,-0.38735807871249467,1240204
cosmic_908475,-0.38752378511510055,908475
cosmic_1503366,-0.387536239484451,1503366
cosmic_905986,-0.3876535300487972,905986
cosmic_1240226,-0.38794217707342804,1240226
cosmic_907045,-0.38808299072053365,907045
cosmic_907783,-0.38812487695110304,907783
cosmic_1290797,-0.388185221960036,1290797
cosmic_909781,-0.3882822875279448,909781
cosmic_687816,-0.38839989261612373,687816
cosmic_908449,-0.3884392936789697,908449
cosmic_924238,-0.3885212310202967,924238
cosmic_1290922,-0.3885713682083605,1290922
cosmic_906841,-0.3886930248465808,906841
cosmic_946382,-0.38871310909559814,946382
cosmic_1290724,-0.38884852004599446,1290724
cosmic_907786,-0.38890698382665034,907786
cosmic_749712,-0.3890441055706307,749712
cosmic_1240150,-0.38918005135645556,1240150
cosmic_909696,-0.3892752411925351,909696
cosmic_905964,-0.38948661207110635,905964
cosmic_907277,-0.38959533098735644,907277
cosmic_1327766,-0.38968511546605733,1327766
cosmic_1327774,-0.38981404751146864,1327774
cosmic_1298531,-0.3898883228767069,1298531
cosmic_753541,-0.38994596839658824,753541
cosmic_1298169,-0.3900779737554871,1298169
cosmic_1503369,-0.3901585726112472,1503369
cosmic_909758,-0.3901610029216254,909758
cosmic_722066,-0.3901666298506061,722066
cosmic_910927,-0.3902809486849559,910927
cosmic_1290795,-0.3902977481276052,1290795
cosmic_910209,-0.39045928956793546,910209
cosmic_687457,-0.3906764349218613,687457
cosmic_905936,-0.39080200237229834,905936
cosmic_908159,-0.39085150510729205,908159
cosmic_907050,-0.3909004253957759,907050
cosmic_907391,-0.39101112580854297,907391
cosmic_687455,-0.39107199060831294,687455
cosmic_909728,-0.39115487148938627,909728
cosmic_909713,-0.3912235620991244,909713
cosmic_1290771,-0.39129799011471705,1290771
cosmic_1240186,-0.3913461187376985,1240186
cosmic_909744,-0.3913824460190378,909744
cosmic_910910,-0.39147629361888986,910910
cosmic_906814,-0.3917779578057262,906814
cosmic_910546,-0.3918623745689984,910546
cosmic_1298365,-0.39190589691291106,1298365
cosmic_906831,-0.39198328171688823,906831
cosmic_910688,-0.39208857039235945,910688
cosmic_905967,-0.3921306904412935,905967
cosmic_908147,-0.3922297512336788,908147
cosmic_910700,-0.39263983597049906,910700
cosmic_1327771,-0.3926747439446878,1327771
cosmic_906839,-0.39275817306733374,906839
cosmic_1503361,-0.392767105876674,1503361
cosmic_907286,-0.3927886750648148,907286
cosmic_910905,-0.39280230694732127,910905
cosmic_907284,-0.39284049222079087,907284
cosmic_1240223,-0.39285364240235954,1240223
cosmic_906815,-0.3930517376915731,906815
cosmic_907059,-0.3930657282977185,907059
cosmic_905945,-0.39311363545112316,905945
cosmic_1290768,-0.3931204885513937,1290768
cosmic_906696,-0.39319645492360566,906696
cosmic_909747,-0.3932436881316392,909747
cosmic_907043,-0.39339708233252774,907043
cosmic_907068,-0.393459213538597,907068
cosmic_908446,-0.39350402191602163,908446
cosmic_1479991,-0.39352510072992597,1479991
cosmic_1298215,-0.3936646183382156,1298215
cosmic_1298362,-0.3937384459415349,1298362
cosmic_724878,-0.39379944115811605,724878
cosmic_909770,-0.393807044142327,909770
cosmic_905977,-0.39381067386186924,905977
cosmic_1660035,-0.3939051059012219,1660035
cosmic_907799,-0.3939969514987559,907799
cosmic_910703,-0.3940474439437284,910703
cosmic_753608,-0.3941018410122024,753608
cosmic_907794,-0.3942234698206341,907794
cosmic_949094,-0.39425839926151834,949094
cosmic_907270,-0.3942853418980373,907270
cosmic_1299080,-0.39441182891322296,1299080
cosmic_909742,-0.39447078973127364,909742
cosmic_688121,-0.3946310678924825,688121
cosmic_1240222,-0.39465501599015024,1240222
cosmic_907169,-0.3948306987123308,907169
cosmic_1240208,-0.3949111501953227,1240208
cosmic_1331050,-0.395051268897179,1331050
cosmic_910916,-0.3950976653587193,910916
cosmic_910921,-0.3950983945004273,910921
cosmic_753595,-0.39515469991134067,753595
cosmic_930298,-0.39524723165003794,930298
cosmic_724863,-0.3955191015801755,724863
cosmic_905984,-0.39560556523972357,905984
cosmic_1503362,-0.3956780815114577,1503362
cosmic_905934,-0.3957021782343624,905934
cosmic_1240168,-0.3957146427504437,1240168
cosmic_1298146,-0.39575963617761717,1298146
cosmic_1479994,-0.39583080870023013,1479994
cosmic_1524415,-0.39585769249057756,1524415
cosmic_724866,-0.3959552222047936,724866
cosmic_1240167,-0.3960754081465549,1240167
cosmic_753596,-0.39609488097553985,753596
cosmic_908136,-0.39611163433901825,908136
cosmic_910698,-0.39611537410889397,910698
cosmic_909703,-0.3961818130101804,909703
cosmic_907269,-0.3962213170791202,907269
cosmic_906798,-0.3962288961780809,906798
cosmic_924108,-0.39623965664804883,924108
cosmic_753546,-0.3962773754274493,753546
cosmic_910694,-0.39643103341611485,910694
cosmic_908473,-0.3967039392661064,908473
cosmic_910903,-0.39671741502614066,910903
cosmic_1240169,-0.3967870563704224,1240169
cosmic_1240144,-0.39682237229327144,1240144
cosmic_1240179,-0.3969395700975834,1240179
cosmic_906791,-0.39694742302375263,906791
cosmic_1330943,-0.39696198633484725,1330943
cosmic_907058,-0.39708295889851586,907058
cosmic_907789,-0.39709259357873794,907789
cosmic_1298226,-0.3971517317237568,1298226
cosmic_753562,-0.3971587949864673,753562
cosmic_905969,-0.3971853771895434,905969
cosmic_906803,-0.39721126793884026,906803
cosmic_1298160,-0.39722569917368067,1298160
cosmic_906842,-0.39725831934416833,906842
cosmic_909761,-0.39743166637631666,909761
cosmic_909263,-0.39753933246927803,909263
cosmic_1298352,-0.3977072700568283,1298352
cosmic_907272,-0.39776901186681457,907272
cosmic_753581,-0.39781590715742265,753581
cosmic_946369,-0.39788665046188865,946369
cosmic_753531,-0.39790234318429263,753531
cosmic_753558,-0.39801197155872287,753558
cosmic_1290812,-0.39808151472513487,1290812
cosmic_909248,-0.3981437472064429,909248
cosmic_910943,-0.3983545412658952,910943
cosmic_906999,-0.39847102402999796,906999
cosmic_753561,-0.398500525804916,753561
cosmic_1290809,-0.3985577363866311,1290809
cosmic_907056,-0.3985835834282793,907056
cosmic_910779,-0.39874703014954427,910779
cosmic_907318,-0.3987494630006712,907318
cosmic_910930,-0.3988242824428547,910930
cosmic_1240212,-0.39883658307070663,1240212
cosmic_1299059,-0.39895938941480263,1299059
cosmic_909698,-0.39906917204834996,909698
cosmic_910701,-0.3992610729735731,910701
cosmic_905981,-0.39928124416656724,905981
cosmic_907792,-0.3992987662487507,907792
cosmic_1240170,-0.3994039559955937,1240170
cosmic_1298359,-0.39964549093981305,1298359
cosmic_910079,-0.3998350457623936,910079
cosmic_905978,-0.39995978121530623,905978
cosmic_1240219,-0.4000120187238104,1240219
cosmic_753604,-0.4001111955923897,753604
cosmic_1240221,-0.40025079625727433,1240221
cosmic_909754,-0.4004738653761452,909754
cosmic_909743,-0.40047751932472103,909743
cosmic_1240183,-0.40049599685504805,1240183
cosmic_909715,-0.40073624453253087,909715
cosmic_910706,-0.4008179531615768,910706
cosmic_905975,-0.4008651866360907,905975
cosmic_924105,-0.4008886007730349,924105
cosmic_753614,-0.4008905948415029,753614
cosmic_1330935,-0.40092165835799454,1330935
cosmic_1298358,-0.40104929651285737,1298358
cosmic_753545,-0.4010945571920241,753545
cosmic_910933,-0.40111202845705546,910933
cosmic_1298351,-0.401189978394204,1298351
cosmic_910906,-0.4012263995098849,910906
cosmic_909726,-0.40125090419839327,909726
cosmic_753533,-0.4012616758497144,753533
cosmic_909720,-0.40130149222996764,909720
cosmic_1331049,-0.40132576841655626,1331049
cosmic_1298475,-0.4014233791433568,1298475
cosmic_910399,-0.4014616473092436,910399
cosmic_907321,-0.40152112605259216,907321
cosmic_910947,-0.4016570220390716,910947
cosmic_1298353,-0.4017058320708496,1298353
cosmic_1503367,-0.4017724400452231,1503367
cosmic_753538,-0.4018083800052759,753538
cosmic_1331032,-0.40185602953313987,1331032
cosmic_906843,-0.4019259886922286,906843
cosmic_1240218,-0.40194663017753657,1240218
cosmic_753622,-0.4020636501768997,753622
cosmic_924151,-0.40208345193125455,924151
cosmic_1298219,-0.4020888846811884,1298219
cosmic_908143,-0.40211138089724624,908143
cosmic_1480360,-0.4023430215948931,1480360
cosmic_1240130,-0.4023734393572353,1240130
cosmic_1503370,-0.4024813538832695,1503370
cosmic_910935,-0.4025402427146419,910935
cosmic_1240154,-0.40258901695055443,1240154
cosmic_910925,-0.4025911227758464,910925
cosmic_906869,-0.4026134930474435,906869
cosmic_905979,-0.4028069880879698,905979
cosmic_1240173,-0.4029823052168656,1240173
cosmic_909712,-0.40316903016975214,909712
cosmic_1298355,-0.4031704292275901,1298355
cosmic_905976,-0.40328039729895726,905976
cosmic_906837,-0.4033046357096032,906837
cosmic_907281,-0.40331743272042236,907281
cosmic_908139,-0.40336861768485055,908139
cosmic_908465,-0.40342119739102417,908465
cosmic_909773,-0.40347642619332863,909773
cosmic_907062,-0.4035314642898611,907062
cosmic_908470,-0.40372309149846153,908470
cosmic_906797,-0.40397949228454605,906797
cosmic_906855,-0.404036808761196,906855
cosmic_924250,-0.4041081464757188,924250
cosmic_687820,-0.4041328352342944,687820
cosmic_910705,-0.4043261743967093,910705
cosmic_907311,-0.4043765468076415,907311
cosmic_910849,-0.40498174130395204,910849
cosmic_1331035,-0.4050775459180619,1331035
cosmic_906862,-0.4051700451709407,906862
cosmic_753610,-0.40521160834066916,753610
cosmic_753592,-0.4052768249670877,753592
cosmic_906813,-0.4052823365547176,906813
cosmic_908460,-0.4054030062320905,908460
cosmic_905989,-0.40541093031593634,905989
cosmic_909262,-0.40543166553642884,909262
cosmic_905947,-0.4055364266892576,905947
cosmic_907276,-0.4055864689864528,907276
cosmic_905960,-0.4057999954214491,905960
cosmic_909774,-0.4058453982411753,909774
cosmic_1240140,-0.4058923079509114,1240140
cosmic_909250,-0.40590407625591285,909250
cosmic_906846,-0.4059196344505509,906846
cosmic_906835,-0.40592107249792075,906835
cosmic_910549,-0.4059823251771891,910549
cosmic_949153,-0.4059875029868331,949153
cosmic_724812,-0.40600518743029546,724812
cosmic_1290769,-0.40604493182774853,1290769
cosmic_908444,-0.4061208620445006,908444
cosmic_1330994,-0.4062561565879583,1330994
cosmic_1479992,-0.4063414062715442,1479992
cosmic_1297449,-0.40652527623562784,1297449
cosmic_1303912,-0.40659392428494656,1303912
cosmic_753579,-0.40662014973012023,753579
cosmic_908128,-0.4069367016144925,908128
cosmic_1303896,-0.4069574238688426,1303896
cosmic_908452,-0.4072350115019046,908452
cosmic_1247871,-0.407345562183119,1247871
cosmic_906864,-0.40736538302970554,906864
cosmic_910922,-0.4075644891966399,910922
cosmic_1503368,-0.4076789504424062,1503368
cosmic_1331031,-0.40769246332089326,1331031
cosmic_1290722,-0.40775906046507726,1290722
cosmic_1298156,-0.40785236928943636,1298156
cosmic_907291,-0.40787786033043466,907291
cosmic_906792,-0.4080247725573953,906792
cosmic_907064,-0.4081594483710882,907064
cosmic_687448,-0.408175264238785,687448
cosmic_909745,-0.40824772671041687,909745
cosmic_1303897,-0.4083198904250532,1303897
cosmic_906800,-0.4085238950174909,906800
cosmic_687592,-0.40855499906075854,687592
cosmic_1659819,-0.40865375191004427,1659819
cosmic_1524416,-0.4087314166432734,1524416
cosmic_687807,-0.4088061225375149,687807
cosmic_1330987,-0.4089726757688691,1330987
cosmic_1298537,-0.40912510846705846,1298537
cosmic_1240155,-0.4091316129129206,1240155
cosmic_1331048,-0.40915133257699593,1331048
cosmic_910852,-0.4094181030886611,910852
cosmic_905951,-0.4094618855511604,905951
cosmic_910689,-0.4094862368932904,910689
cosmic_1290906,-0.40949265938264845,1290906
cosmic_910704,-0.4095481693359076,910704
cosmic_946377,-0.40972562470415924,946377
cosmic_906805,-0.4098135332369472,906805
cosmic_1330985,-0.4100034305113961,1330985
cosmic_749716,-0.41002783779148055,749716
cosmic_924239,-0.4100634273848045,924239
cosmic_930297,-0.4101268180470552,930297
cosmic_1331045,-0.41013069968385557,1331045
cosmic_1298216,-0.4101477029329371,1298216
cosmic_687588,-0.4102684521765519,687588
cosmic_1330942,-0.4103531899694072,1330942
cosmic_753554,-0.4104047166254647,753554
cosmic_906826,-0.41043756154491984,906826
cosmic_1331034,-0.4104927457155872,1331034
cosmic_905961,-0.4105526695458605,905961
cosmic_924247,-0.4105687959681627,924247
cosmic_1480371,-0.410570458197007,1480371
cosmic_1330984,-0.41062046842044087,1330984
cosmic_909751,-0.4106808015443307,909751
cosmic_910926,-0.4107545702611123,910926
cosmic_1297446,-0.4107734206862987,1297446
cosmic_908145,-0.41081001196592326,908145
cosmic_908141,-0.4108773757434011,908141
cosmic_907795,-0.4110038433627159,907795
cosmic_909706,-0.4110840310898113,909706
cosmic_905980,-0.4111364939917039,905980
cosmic_905940,-0.4112276136331013,905940
cosmic_1295740,-0.41131154078934484,1295740
cosmic_908142,-0.41134930215583465,908142
cosmic_910952,-0.41135162035028977,910952
cosmic_910850,-0.4113593484312263,910850
cosmic_910932,-0.4113890579520171,910932
cosmic_908445,-0.4115786601490598,908445
cosmic_753583,-0.4115945532383421,753583
cosmic_1240161,-0.4117827649363835,1240161
cosmic_1331025,-0.4118552260163165,1331025
cosmic_971777,-0.4119325433432837,971777
cosmic_1298136,-0.4120056231591474,1298136
cosmic_907268,-0.41201213884880805,907268
cosmic_908146,-0.412014276317697,908146
cosmic_909736,-0.41217478191986645,909736
cosmic_906763,-0.4123746505374367,906763
cosmic_722045,-0.41247479972286044,722045
cosmic_907290,-0.41249778851064495,907290
cosmic_907041,-0.4125076291567824,907041
cosmic_910710,-0.41255245916759425,910710
cosmic_906836,-0.4125977620893035,906836
cosmic_907048,-0.41265077538203404,907048
cosmic_1330983,-0.4126557093976643,1330983
cosmic_907299,-0.4127562384933595,907299
cosmic_906832,-0.41280947230585385,906832
cosmic_906821,-0.4129187998664968,906821
cosmic_906868,-0.41329271591119027,906868
cosmic_687506,-0.4133007369667183,687506
cosmic_906856,-0.41331813573406123,906856
cosmic_1503365,-0.41332444147921243,1503365
cosmic_1298151,-0.41333268819743973,1298151
cosmic_1327769,-0.4134270540172224,1327769
cosmic_1295741,-0.4135258282523041,1295741
cosmic_1331033,-0.4135601622316019,1331033
cosmic_687780,-0.41362154779340865,687780
cosmic_1290455,-0.4139559292162369,1290455
cosmic_1240122,-0.4142898129572584,1240122
cosmic_946367,-0.4143948611559872,946367
cosmic_1240146,-0.41449232838149447,1240146
cosmic_753540,-0.41455698208469743,753540
cosmic_753584,-0.4147819574632103,753584
cosmic_908448,-0.4149045052463194,908448
cosmic_909777,-0.4149658413381733,909777
cosmic_1298168,-0.4151162105307637,1298168
cosmic_753552,-0.415318115758217,753552
cosmic_753575,-0.41536966395261227,753575
cosmic_909735,-0.4154013893803608,909735
cosmic_905958,-0.41544004243183574,905958
cosmic_1674021,-0.41550623006465065,1674021
cosmic_1509073,-0.4156414893743608,1509073
cosmic_1323913,-0.41585213510085045,1323913
cosmic_909778,-0.4159599752305489,909778
cosmic_1298157,-0.4161592858399659,1298157
cosmic_909753,-0.4161858701810584,909753
cosmic_906790,-0.4164221343452136,906790
cosmic_1299051,-0.41666089011112434,1299051
cosmic_1330982,-0.41668558083359986,1330982
cosmic_906830,-0.41683654524391717,906830
cosmic_924240,-0.41688776475995126,924240
cosmic_905985,-0.41693443098655475,905985
cosmic_910907,-0.4175952281441234,910907
cosmic_910936,-0.4176315008193188,910936
cosmic_910784,-0.41783009834212975,910784
cosmic_906853,-0.417923538255612,906853
cosmic_906828,-0.4181655439946506,906828
cosmic_1240202,-0.4186703905711443,1240202
cosmic_1331036,-0.418716890635824,1331036
cosmic_908127,-0.4189984087023439,908127
cosmic_924111,-0.41905267381286293,924111
cosmic_1331038,-0.41934369961386525,1331038
cosmic_1240159,-0.4196935684367698,1240159
cosmic_946361,-0.41974094940070694,946361
cosmic_910861,-0.41986179215083946,910861
cosmic_906873,-0.4200197037481657,906873
cosmic_909905,-0.42003430231658023,909905
cosmic_749714,-0.42013239209100006,749714
cosmic_753535,-0.42013946770344074,753535
cosmic_909702,-0.420345391929212,909702
cosmic_907066,-0.4205138424589935,907066
cosmic_909738,-0.4207252354163458,909738
cosmic_1290798,-0.4207383120007396,1290798
cosmic_906817,-0.42074381278669165,906817
cosmic_906693,-0.42083867155658483,906693
cosmic_908450,-0.4209595733443656,908450
cosmic_910915,-0.4210270975701741,910915
cosmic_910781,-0.4211308896446373,910781
cosmic_1298533,-0.42124726717444694,1298533
cosmic_724834,-0.42137716414009824,724834
cosmic_909749,-0.42179484850712906,909749
cosmic_907298,-0.4219472133360691,907298
cosmic_910924,-0.4220261713681296,910924
cosmic_1290725,-0.4221729919302202,1290725
cosmic_907051,-0.4225612972313001,907051
cosmic_1240157,-0.4233420500714199,1240157
cosmic_1240121,-0.4233836040041253,1240121
cosmic_907278,-0.4235595496985785,907278
cosmic_909729,-0.4236251477294845,909729
cosmic_906872,-0.4236845588520738,906872
cosmic_906877,-0.42381211072130265,906877
cosmic_906838,-0.42382898814820436,906838
cosmic_1247873,-0.423881794916012,1247873
cosmic_1240145,-0.4242964145000918,1240145
cosmic_908124,-0.4244780484752444,908124
cosmic_1331037,-0.4249108313588263,1331037
cosmic_1330933,-0.42515399315897867,1330933
cosmic_946368,-0.42569618484614746,946368
cosmic_1330991,-0.42570808203199073,1330991
cosmic_908132,-0.4258407767260026,908132
cosmic_909785,-0.4259079186626047,909785
cosmic_1298476,-0.4259829080924499,1298476
cosmic_1240215,-0.42660792587229146,1240215
cosmic_907061,-0.42676173453354926,907061
cosmic_907274,-0.4271078699465033,907274
cosmic_907300,-0.4275010865207583,907300
cosmic_907313,-0.42817157959400337,907313
cosmic_925348,-0.4283402265401032,925348
cosmic_1330947,-0.42874699807182676,1330947
cosmic_1299050,-0.4289912616251926,1299050
cosmic_687799,-0.4290222325436334,687799
cosmic_1290808,-0.42970201700821326,1290808
cosmic_907069,-0.42977167672209654,907069
cosmic_924244,-0.43034669541004633,924244
cosmic_909750,-0.4308662331680575,909750
cosmic_910697,-0.4312254463669493,910697
cosmic_1290806,-0.4313426658445096,1290806
cosmic_1298526,-0.4317503404539131,1298526
cosmic_925343,-0.4328263531466389,925343
cosmic_724869,-0.43283878697695455,724869
cosmic_946373,-0.4330998528661805,946373
cosmic_1298141,-0.43312100568016554,1298141
cosmic_925347,-0.4338097748181371,925347
cosmic_908158,-0.43388422180774894,908158
cosmic_1240151,-0.4340079929193998,1240151
cosmic_907065,-0.4344854489528531,907065
cosmic_1330948,-0.4345046206725525,1330948
cosmic_753570,-0.4355823825865326,753570
cosmic_1240166,-0.43598345609764483,1240166
cosmic_908156,-0.43683892332977575,908156
cosmic_905973,-0.43739042470000505,905973
cosmic_753532,-0.43740170803146455,753532
cosmic_1298529,-0.4394028466247252,1298529
cosmic_909904,-0.4395831713190723,909904
cosmic_1298357,-0.4406098027498461,1298357
cosmic_907285,-0.4407070917429576,907285
cosmic_906870,-0.44075509137910607,906870
cosmic_1290908,-0.4425612043016349,1290908
cosmic_907279,-0.443990976361809,907279
cosmic_910401,-0.44406532009834343,910401
cosmic_1240184,-0.44469979545299587,1240184
cosmic_910702,-0.44529589255901864,910702
cosmic_909709,-0.45209344944761304,909709
cosmic_905938,-0.4538662520031802,905938
