,MB002,COSMIC ID
cosmic_907171,-0.43712168258582756,907171
cosmic_910921,-0.4371595206267936,910921
cosmic_1330935,-0.4372721977559924,1330935
cosmic_906851,-0.43728059561063726,906851
cosmic_909776,-0.43737436428860893,909776
cosmic_1240160,-0.4374357938732091,1240160
cosmic_1331033,-0.4375939474285998,1331033
cosmic_924105,-0.4376226357592846,924105
cosmic_908474,-0.43767588557089676,908474
cosmic_907318,-0.4377443821464893,907318
cosmic_924106,-0.4377449952300504,924106
cosmic_910861,-0.43794759338129086,910861
cosmic_906861,-0.4380809712712455,906861
cosmic_1290807,-0.43809577092259133,1290807
cosmic_753608,-0.43813604435081904,753608
cosmic_909907,-0.43818490639925406,909907
cosmic_1331025,-0.4382328520172152,1331025
cosmic_1240125,-0.4382401772990824,1240125
cosmic_906792,-0.4383552792861219,906792
cosmic_910853,-0.43846300660361465,910853
cosmic_907046,-0.4386078900972306,907046
cosmic_907000,-0.4387291043958926,907000
cosmic_905977,-0.43875434385002204,905977
cosmic_1298136,-0.4387766054987192,1298136
cosmic_1503365,-0.4388010293238223,1503365
cosmic_909777,-0.4389171136518371,909777
cosmic_1240139,-0.43898852152965206,1240139
cosmic_907056,-0.4390432822981662,907056
cosmic_909257,-0.43906170810015455,909257
cosmic_753575,-0.43916268755586496,753575
cosmic_724839,-0.4392037092137435,724839
cosmic_908123,-0.43924175043170394,908123
cosmic_687816,-0.43947487259314455,687816
cosmic_907322,-0.43966628827023346,907322
cosmic_908125,-0.43971867037422924,908125
cosmic_905979,-0.4397560717179722,905979
cosmic_907391,-0.43981634674029974,907391
cosmic_906870,-0.43988780334643124,906870
cosmic_1330941,-0.4398918244097404,1330941
cosmic_909770,-0.43990630364241384,909770
cosmic_687983,-0.43992454370569545,687983
cosmic_907311,-0.4400686206945746,907311
cosmic_724878,-0.44014987134240136,724878
cosmic_1503361,-0.4402215578235825,1503361
cosmic_905972,-0.4402765605814386,905972
cosmic_906817,-0.440417605219655,906817
cosmic_1240158,-0.4404462514281826,1240158
cosmic_905950,-0.4405255841490128,905950
cosmic_1330943,-0.4405763202508306,1330943
cosmic_910079,-0.4408604194353822,910079
cosmic_910906,-0.44089808405271513,910906
cosmic_906746,-0.44101033450043964,906746
cosmic_909724,-0.4410690769809529,909724
cosmic_1330994,-0.4411638351636655,1330994
cosmic_1503366,-0.4411744686278557,1503366
cosmic_1331045,-0.44123895057560814,1331045
cosmic_905940,-0.4414835901298067,905940
cosmic_905933,-0.4415728594362402,905933
cosmic_909975,-0.4415765284984478,909975
cosmic_906868,-0.4416108829624979,906868
cosmic_908449,-0.44165263418869066,908449
cosmic_905945,-0.4418051073144899,905945
cosmic_910401,-0.44182249342652646,910401
cosmic_906856,-0.4418402936806736,906856
cosmic_1330982,-0.4419878325368408,1330982
cosmic_905991,-0.4420070530817327,905991
cosmic_1290797,-0.4420780698084185,1290797
cosmic_906800,-0.4422625232612353,906800
cosmic_908455,-0.4423575674994155,908455
cosmic_907783,-0.4424011685983731,907783
cosmic_1240140,-0.4424039006076152,1240140
cosmic_910546,-0.4424640970493667,910546
cosmic_909255,-0.4426307084936091,909255
cosmic_909728,-0.44263948742566495,909728
cosmic_908122,-0.4428311264489078,908122
cosmic_1303896,-0.4428339235496594,1303896
cosmic_909702,-0.4430364104193489,909702
cosmic_908145,-0.44305939069475525,908145
cosmic_1303900,-0.44316019307199145,1303900
cosmic_907787,-0.44319508288856063,907787
cosmic_924244,-0.44319993997548135,924244
cosmic_910936,-0.44331048959593866,910936
cosmic_1240145,-0.44338714088584114,1240145
cosmic_753624,-0.4435852700746562,753624
cosmic_753604,-0.44359677798655656,753604
cosmic_1322218,-0.4437823858620001,1322218
cosmic_909252,-0.4438170644785814,909252
cosmic_907321,-0.44399684131908346,907321
cosmic_905939,-0.44404531194024943,905939
cosmic_909256,-0.4441239824939592,909256
cosmic_1323913,-0.444362627592786,1323913
cosmic_1240190,-0.4443781460586681,1240190
cosmic_1322224,-0.4444977717745632,1322224
cosmic_924104,-0.44450137328267947,924104
cosmic_911905,-0.44455890178893603,911905
cosmic_910852,-0.44458856229461896,910852
cosmic_1298351,-0.4445958363262184,1298351
cosmic_908465,-0.44459704120127347,908465
cosmic_1240186,-0.4446034854278316,1240186
cosmic_908461,-0.4447162811160763,908461
cosmic_910905,-0.44476862123177874,910905
cosmic_753574,-0.4448000089073418,753574
cosmic_1299061,-0.4450879876912508,1299061
cosmic_1290813,-0.4451276931960821,1290813
cosmic_925339,-0.4453055105987558,925339
cosmic_1240143,-0.4453364278981418,1240143
cosmic_753622,-0.44534928390733125,753622
cosmic_907312,-0.4453905934779511,907312
cosmic_753579,-0.445514767715812,753579
cosmic_908119,-0.44564531270187985,908119
cosmic_1298154,-0.4456697377096341,1298154
cosmic_907794,-0.4457226742898627,907794
cosmic_907313,-0.4458946380831597,907313
cosmic_910705,-0.44606398745500264,910705
cosmic_753533,-0.4461194259964656,753533
cosmic_907796,-0.4461224448124733,907796
cosmic_753600,-0.4461378426067595,753600
cosmic_907272,-0.4461756712630609,907272
cosmic_1330948,-0.4462021096750007,1330948
cosmic_909905,-0.4462312300511235,909905
cosmic_946382,-0.44625584980910016,946382
cosmic_753586,-0.4463064532654861,753586
cosmic_909750,-0.4463686125273229,909750
cosmic_910554,-0.4464837067993929,910554
cosmic_907281,-0.44656609508523293,907281
cosmic_909700,-0.4467222070200238,909700
cosmic_906820,-0.44676538291978923,906820
cosmic_1330933,-0.4470116582354745,1330933
cosmic_1298356,-0.447161790376039,1298356
cosmic_1240226,-0.4471739315359801,1240226
cosmic_905971,-0.44724547518708796,905971
cosmic_1298539,-0.44731176192450073,1298539
cosmic_1240147,-0.4478410027735308,1240147
cosmic_753583,-0.44796175343710554,753583
cosmic_907786,-0.44798521599295854,907786
cosmic_1298533,-0.4481151740411352,1298533
cosmic_910544,-0.44819172006394026,910544
cosmic_687448,-0.4482071081123867,687448
cosmic_687807,-0.44840067076113366,687807
cosmic_1298226,-0.4485859219764906,1298226
cosmic_910903,-0.44860931609940463,910903
cosmic_1660034,-0.4486206697276245,1660034
cosmic_1503367,-0.4487477904205455,1503367
cosmic_907286,-0.44875603923832175,907286
cosmic_687799,-0.44901849772099656,687799
cosmic_910697,-0.4490233345633913,910697
cosmic_1240174,-0.4490274886978072,1240174
cosmic_909699,-0.4490706312635406,909699
cosmic_905969,-0.44908258848927557,905969
cosmic_905985,-0.4491530396491878,905985
cosmic_910703,-0.4493536533558038,910703
cosmic_1240178,-0.4493775032067868,1240178
cosmic_907072,-0.4495392933776515,907072
cosmic_1298156,-0.44961594721906084,1298156
cosmic_1299050,-0.4496163329860137,1299050
cosmic_1240121,-0.44961967607716197,1240121
cosmic_1503368,-0.4496807688226314,1503368
cosmic_907071,-0.44971359058729776,907071
cosmic_949153,-0.44992834910242435,949153
cosmic_909698,-0.45004720914404966,909698
cosmic_908158,-0.45011735777998485,908158
cosmic_905962,-0.45022225121265474,905962
cosmic_753610,-0.4502850794718211,753610
cosmic_1290814,-0.4503146385683124,1290814
cosmic_724834,-0.4503431463008154,724834
cosmic_1297446,-0.45039066387124665,1297446
cosmic_909758,-0.45041061523569315,909758
cosmic_687457,-0.45042769211974065,687457
cosmic_909720,-0.4505967327200944,909720
cosmic_908460,-0.45069594401746566,908460
cosmic_925346,-0.45072430755183984,925346
cosmic_1503370,-0.45074586360795726,1503370
cosmic_907045,-0.450880160746001,907045
cosmic_724838,-0.45095968078481896,724838
cosmic_749714,-0.4510904027772651,749714
cosmic_1240219,-0.45127572857444853,1240219
cosmic_907276,-0.45155822936012985,907276
cosmic_909696,-0.45160875163686753,909696
cosmic_1331032,-0.451669795112006,1331032
cosmic_905948,-0.4516910708193003,905948
cosmic_908130,-0.45182254658883575,908130
cosmic_905983,-0.4518786611437164,905983
cosmic_1240157,-0.45195103306119305,1240157
cosmic_1240162,-0.452014636159066,1240162
cosmic_949094,-0.452047900352518,949094
cosmic_1479994,-0.45212835632820275,1479994
cosmic_930297,-0.4521449464346553,930297
cosmic_907799,-0.4522261525679937,907799
cosmic_906790,-0.4523311514431273,906790
cosmic_906793,-0.4525047996994501,906793
cosmic_1331038,-0.45261173078717765,1331038
cosmic_907282,-0.45262504592269254,907282
cosmic_1524416,-0.45263538919637264,1524416
cosmic_1503369,-0.45265095377586956,1503369
cosmic_1287706,-0.45269623649922136,1287706
cosmic_687506,-0.4528188101598171,687506
cosmic_753535,-0.45282024144677663,753535
cosmic_907053,-0.45295003335348955,907053
cosmic_908128,-0.45301530935243567,908128
cosmic_1298365,-0.4530970163049807,1298365
cosmic_687455,-0.4532595083915859,687455
cosmic_907284,-0.45330999087905866,907284
cosmic_906801,-0.4534440859168247,906801
cosmic_924240,-0.45378117151083985,924240
cosmic_905937,-0.4538485403284195,905937
cosmic_905986,-0.4541166062625589,905986
cosmic_909263,-0.45425052294612045,909263
cosmic_906877,-0.45446644015648613,906877
cosmic_724863,-0.454508884845138,724863
cosmic_909773,-0.4545834891334898,909773
cosmic_908445,-0.45463026165679077,908445
cosmic_909723,-0.45469797607840173,909723
cosmic_906826,-0.45470218750537383,906826
cosmic_905989,-0.454911834180801,905989
cosmic_753554,-0.4549558194867633,753554
cosmic_1298219,-0.4549828093751961,1298219
cosmic_687780,-0.45506346098482625,687780
cosmic_1524419,-0.4554385123015507,1524419
cosmic_906832,-0.4554922956739307,906832
cosmic_907300,-0.45562685519128443,907300
cosmic_1290769,-0.45565827089851446,1290769
cosmic_910907,-0.4557350067209713,910907
cosmic_1290810,-0.45579460474431766,1290810
cosmic_1290808,-0.4558257245453091,1290808
cosmic_910694,-0.45593406343056403,910694
cosmic_1240130,-0.45594189625453874,1240130
cosmic_907048,-0.45596456020317966,907048
cosmic_905954,-0.4559688116167057,905954
cosmic_907789,-0.45607299213203345,907789
cosmic_1240159,-0.4560954154272249,1240159
cosmic_1331034,-0.45611098567915714,1331034
cosmic_1240137,-0.4561550237704987,1240137
cosmic_906872,-0.4561731170626852,906872
cosmic_1290798,-0.45621551939308974,1290798
cosmic_908475,-0.4563380162321113,908475
cosmic_910710,-0.45636923710113103,910710
cosmic_910951,-0.4566090216084036,910951
cosmic_1240198,-0.4566178271782987,1240198
cosmic_909732,-0.45662871560635243,909732
cosmic_1240183,-0.4566639315435407,1240183
cosmic_1240170,-0.45676019156063974,1240170
cosmic_946370,-0.45678302460270453,946370
cosmic_753566,-0.45679079619744717,753566
cosmic_906818,-0.4567910350107794,906818
cosmic_1295740,-0.45689580405767793,1295740
cosmic_753596,-0.45693918063882116,753596
cosmic_1240123,-0.45704503576862643,1240123
cosmic_924188,-0.45705304037076316,924188
cosmic_909778,-0.4571775175821616,909778
cosmic_910849,-0.45720587668137536,910849
cosmic_753623,-0.4572909051102075,753623
cosmic_909729,-0.45733680028928214,909729
cosmic_909751,-0.4574834764221639,909751
cosmic_724866,-0.45752385784105903,724866
cosmic_906798,-0.4575354033574631,906798
cosmic_906852,-0.45758818998897943,906852
cosmic_909757,-0.45759486990364806,909757
cosmic_753570,-0.45765875392903377,753570
cosmic_1299081,-0.4576702371002391,1299081
cosmic_908146,-0.45769721259687035,908146
cosmic_906805,-0.4578836377824003,906805
cosmic_909761,-0.4580292189477366,909761
cosmic_924186,-0.45802941809574826,924186
cosmic_905951,-0.4580959334999422,905951
cosmic_1240156,-0.4581208416565064,1240156
cosmic_910927,-0.45814638067698776,910927
cosmic_909755,-0.4582118356654937,909755
cosmic_1290795,-0.45845049008243155,1290795
cosmic_1503364,-0.4584616228197766,1503364
cosmic_1479988,-0.45847467537531156,1479988
cosmic_909785,-0.4587342666189404,909785
cosmic_924102,-0.45873631149080124,924102
cosmic_907058,-0.4588823085458021,907058
cosmic_1330993,-0.45889926536021935,1330993
cosmic_1674021,-0.4590455312777013,1674021
cosmic_909709,-0.4590601774094927,909709
cosmic_910944,-0.4591688439342052,910944
cosmic_687821,-0.45918173443153176,687821
cosmic_1298358,-0.45919020114885284,1298358
cosmic_1303912,-0.45920595187394997,1303912
cosmic_1299062,-0.45939647664545813,1299062
cosmic_930083,-0.4593968974520651,930083
cosmic_907289,-0.45948395603212144,907289
cosmic_908139,-0.45951432062010183,908139
cosmic_1240220,-0.45965001093609087,1240220
cosmic_906696,-0.459793421005022,906696
cosmic_1331037,-0.45979656450843975,1331037
cosmic_1290771,-0.4598029422133278,1290771
cosmic_906797,-0.4598282740303616,906797
cosmic_906763,-0.45985901558478703,906763
cosmic_753538,-0.4600370979273462,753538
cosmic_1240155,-0.46005037898231715,1240155
cosmic_905975,-0.46008777253699656,905975
cosmic_1330947,-0.4601527246476834,1330947
cosmic_1479987,-0.4601615800214965,1479987
cosmic_1298168,-0.46028812763050314,1298168
cosmic_910948,-0.46036084368230096,910948
cosmic_905947,-0.4603921880320966,905947
cosmic_907285,-0.4604177817567877,907285
cosmic_909719,-0.46055048940789256,909719
cosmic_1298476,-0.460648769116373,1298476
cosmic_1240215,-0.4606659561197094,1240215
cosmic_906815,-0.46070334319319695,906815
cosmic_724828,-0.46082923440175594,724828
cosmic_907041,-0.4610071317067394,907041
cosmic_687592,-0.4611212350692193,687592
cosmic_753548,-0.461222127987068,753548
cosmic_906864,-0.4613057984219641,906864
cosmic_998189,-0.4613267818015793,998189
cosmic_910915,-0.46139991514444767,910915
cosmic_908470,-0.4614007685655116,908470
cosmic_910781,-0.46155200767985527,910781
cosmic_1298218,-0.4615888435522447,1298218
cosmic_908482,-0.4617852077342612,908482
cosmic_907051,-0.46178722995770494,907051
cosmic_924107,-0.46179814568447386,924107
cosmic_1290907,-0.4618196980739149,1290907
cosmic_909781,-0.462088910017619,909781
cosmic_910702,-0.4622321174366292,910702
cosmic_906873,-0.4623365332363648,906873
cosmic_753546,-0.4625404140907322,753546
cosmic_908124,-0.46254100730892206,908124
cosmic_1524418,-0.4625919793741517,1524418
cosmic_1330991,-0.46267364802167876,1330991
cosmic_1298353,-0.4628120411750967,1298353
cosmic_907278,-0.46299142447398545,907278
cosmic_907069,-0.46324535135199546,907069
cosmic_1660035,-0.4633605829248623,1660035
cosmic_905982,-0.4634357500587061,905982
cosmic_909746,-0.4634649156749018,909746
cosmic_753558,-0.46350181237621396,753558
cosmic_907788,-0.46363660422842795,907788
cosmic_1480361,-0.4636673132210963,1480361
cosmic_909977,-0.4636901527251101,909977
cosmic_749715,-0.46370017766548877,749715
cosmic_909712,-0.4637895718704999,909712
cosmic_1659823,-0.46385722027698156,1659823
cosmic_910932,-0.46406193712182475,910932
cosmic_753621,-0.46406491572163977,753621
cosmic_910689,-0.46415903360989724,910689
cosmic_908132,-0.46423172244725325,908132
cosmic_1290812,-0.46432062153126996,1290812
cosmic_1240202,-0.4643510396727864,1240202
cosmic_907173,-0.464369082635379,907173
cosmic_907290,-0.46437430102414584,907290
cosmic_1480371,-0.46438775838989527,1480371
cosmic_909742,-0.4644911121547735,909742
cosmic_908152,-0.4646693191002161,908152
cosmic_907287,-0.46489543431595365,907287
cosmic_908446,-0.46490088769794186,908446
cosmic_907291,-0.4650387555040784,907291
cosmic_906862,-0.46508566552190395,906862
cosmic_909748,-0.46530420349809926,909748
cosmic_909754,-0.46543704915235423,909754
cosmic_924151,-0.4654732771302791,924151
cosmic_1240201,-0.4656899469092012,1240201
cosmic_1298146,-0.465692518878307,1298146
cosmic_749712,-0.4657532237356178,749712
cosmic_908444,-0.4659557046592336,908444
cosmic_724869,-0.4660155326370198,724869
cosmic_687568,-0.4660170745853071,687568
cosmic_907792,-0.46605435763325886,907792
cosmic_1290768,-0.4660707640286831,1290768
cosmic_908127,-0.4661616713866873,908127
cosmic_906830,-0.46618319539637176,906830
cosmic_753584,-0.46625867364948614,753584
cosmic_907299,-0.4662673219318134,907299
cosmic_1298357,-0.46633132770246133,1298357
cosmic_907061,-0.46639645921555173,907061
cosmic_907169,-0.4664434999357216,907169
cosmic_910946,-0.4664981572740934,910946
cosmic_907065,-0.466664744914178,907065
cosmic_1290724,-0.46693664280286024,1290724
cosmic_917486,-0.4670045820746754,917486
cosmic_724812,-0.4670583033728181,724812
cosmic_753578,-0.467173423057919,753578
cosmic_1509073,-0.46729505639476016,1509073
cosmic_1240169,-0.46731504283944736,1240169
cosmic_687561,-0.4674304125267087,687561
cosmic_1480360,-0.46753490129829844,1480360
cosmic_946373,-0.46755510977441705,946373
cosmic_949093,-0.46773984020511983,949093
cosmic_1524415,-0.4681021294603063,1524415
cosmic_905959,-0.4682961243017475,905959
cosmic_905967,-0.468488594381206,905967
cosmic_925347,-0.46855592019069703,925347
cosmic_1240208,-0.4686953521047123,1240208
cosmic_753532,-0.46876107402275,753532
cosmic_946361,-0.46878085647027834,946361
cosmic_1240166,-0.4691430210589614,1240166
cosmic_1240138,-0.4692582344459778,1240138
cosmic_1298169,-0.46941240944859447,1298169
cosmic_906871,-0.47001527234357887,906871
cosmic_1240128,-0.47079884020539736,1240128
cosmic_909713,-0.4710409907966989,909713
cosmic_907064,-0.4710718234699181,907064
cosmic_905955,-0.4714220641887148,905955
cosmic_1240132,-0.47145706918869207,1240132
cosmic_907795,-0.4720189205618688,907795
cosmic_910933,-0.47204610935449337,910933
cosmic_907057,-0.4721318309812798,907057
cosmic_1298529,-0.4724077997237363,1298529
cosmic_1240223,-0.47242242405010526,1240223
cosmic_946367,-0.47253296726634264,946367
cosmic_905936,-0.47258803708425956,905936
cosmic_907317,-0.4731505216571601,907317
cosmic_907067,-0.4731882284609955,907067
cosmic_687563,-0.47337097514326953,687563
cosmic_1240222,-0.4735628772550515,1240222
cosmic_909704,-0.47356740910522976,909704
cosmic_1240173,-0.47395678682088627,1240173
cosmic_1298537,-0.47395693589856763,1298537
cosmic_907066,-0.4739864072996943,907066
cosmic_910548,-0.47414579558457387,910548
cosmic_753545,-0.47425692185844126,753545
cosmic_1298347,-0.47466662298862083,1298347
cosmic_1290908,-0.47493826005654133,1290908
cosmic_688058,-0.4749481422837557,688058
cosmic_1299080,-0.4750386262709756,1299080
cosmic_946356,-0.47509139037861486,946356
cosmic_906835,-0.4751376918559417,906835
cosmic_1240146,-0.4751582610754682,1240146
cosmic_1660036,-0.4751752927452397,1660036
cosmic_1659928,-0.47518328090062717,1659928
cosmic_687586,-0.47524872163526793,687586
cosmic_906803,-0.4752654281520533,906803
cosmic_908452,-0.47534014553778375,908452
cosmic_925348,-0.4756790511631735,925348
cosmic_910784,-0.47598965855998265,910784
cosmic_1240124,-0.47607543757264426,1240124
cosmic_905960,-0.47608959938746576,905960
cosmic_753552,-0.47611564446559995,753552
cosmic_1290765,-0.4761959621745227,1290765
cosmic_905973,-0.4762181763954484,905973
cosmic_909974,-0.47625754859033476,909974
cosmic_1240151,-0.47632603035539356,1240151
cosmic_1247871,-0.4763774362918529,1247871
cosmic_908156,-0.47666754317993587,908156
cosmic_924187,-0.477102736779565,924187
cosmic_1298216,-0.4772700372845135,1298216
cosmic_907298,-0.47728729201479164,907298
cosmic_1298526,-0.4773543088315025,1298526
cosmic_907279,-0.47737901280112016,907279
cosmic_909738,-0.4778311854570998,909738
cosmic_1298151,-0.47804414768440745,1298151
cosmic_905957,-0.4780767096637969,905957
cosmic_946377,-0.478087781784146,946377
cosmic_906839,-0.47871316120406515,906839
cosmic_908450,-0.4789184569477585,908450
cosmic_907274,-0.47902132514592083,907274
cosmic_909745,-0.47918760229582524,909745
cosmic_687588,-0.479647816702076,687588
cosmic_1479993,-0.47967913555753844,1479993
cosmic_1240154,-0.47976975717949905,1240154
cosmic_1290906,-0.47993732530950906,1290906
cosmic_905961,-0.48026247814293244,905961
cosmic_910943,-0.4808126068203449,910943
cosmic_906813,-0.48093489684550206,906813
cosmic_1240153,-0.48098599040678225,1240153
cosmic_1479995,-0.4810069395501108,1479995
cosmic_910924,-0.4810521518371971,910924
cosmic_905984,-0.48118377826810826,905984
cosmic_909747,-0.4817418689942053,909747
cosmic_905980,-0.4821953254729873,905980
cosmic_910850,-0.482706290410305,910850
cosmic_906823,-0.4827978317965968,906823
cosmic_1290722,-0.4830535199558055,1290722
cosmic_753540,-0.4836733322304776,753540
cosmic_908144,-0.48416241339801086,908144
cosmic_1479991,-0.48496335815743935,1479991
cosmic_946368,-0.4851764262448645,946368
cosmic_753581,-0.48535761921425363,753581
cosmic_910700,-0.4855994659480422,910700
cosmic_1479992,-0.4857511846191786,1479992
cosmic_971777,-0.4864596564740667,971777
cosmic_908462,-0.488290374404113,908462
cosmic_906814,-0.4887848165719752,906814
cosmic_1298157,-0.4897116124433963,1298157
cosmic_688121,-0.4897121333684338,688121
cosmic_909749,-0.48973551829715706,909749
cosmic_909735,-0.490166635720609,909735
cosmic_909726,-0.49111444252351044,909726
cosmic_925343,-0.4937132339875637,925343
cosmic_910910,-0.49417015076161613,910910
cosmic_1290767,-0.49442804499675835,1290767
cosmic_905981,-0.49577393701048333,905981
cosmic_906853,-0.49824548543392944,906853
cosmic_909753,-0.5012103928498444,909753
cosmic_1240184,-0.5017490154028081,1240184
cosmic_1290809,-0.5027305970174462,1290809
cosmic_909706,-0.5037068825617758,909706
cosmic_1298141,-0.5046758039104984,1298141
